종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
003830,대한화섬,KOSPI,,100800,300,0.3,101100,101200,100700,434,43750600,1.33862E+11,1328000
016090,대현,KOSPI,,2075,10,0.48,2065,2080,2050,105974,219098710,91885793250,44282310
069460,대호에이엘,KOSPI,,1164,29,2.56,1142,1171,1101,2567693,2909816143,77132498412,66265033
021040,대호특수강,KOSDAQ,중견기업부,3970,-30,-0.75,4000,4055,3970,5023,20133600,43083976390,10852387
021045,대호특수강우,KOSDAQ,중견기업부,7950,680,9.35,7270,7980,7270,26,196770,3372755700,424246
067080,대화제약,KOSDAQ,중견기업부,11220,30,0.27,11130,11370,10810,330156,3680351500,2.08879E+11,18616650
298540,더네이쳐홀딩스,KOSDAQ,우량기업부,23000,550,2.45,23100,23300,21900,138281,3101345800,3.38343E+11,14710576
032860,더라미,KOSDAQ,관리종목(소속부없음),3640,0,0,0,0,0,0,0,1.43288E+11,39364938
192080,더블유게임즈,KOSPI,,44300,100,0.23,44750,44750,43450,36367,1598812750,8.05851E+11,18190757
393890,더블유씨피,KOSDAQ,기술성장기업부,45800,4200,10.1,44150,46700,43200,377703,17029316950,1.5433E+12,33696518
299170,더블유에스아이,KOSDAQ,중견기업부,1946,-35,-1.77,1983,2000,1925,94098,184296821,58434415998,30027963
012510,더존비즈온,KOSPI,,29150,250,0.87,29050,29600,28800,109507,3188249200,8.85658E+11,30382784
224060,더코디,KOSDAQ,투자주의환기종목(소속부없음),5800,10,0.17,5900,6090,5750,20146,118077260,27540708400,4748398
302920,더콘텐츠온,KONEX,일반기업부,15000,-1000,-6.25,15500,15500,15000,2,30500,68285385000,4552359
213420,덕산네오룩스,KOSDAQ GLOBAL,우량기업부,43850,2200,5.28,42050,43850,41150,184691,7932579100,1.08885E+12,24831179
317330,덕산테코피아,KOSDAQ,우량기업부,19700,1510,8.3,18550,19700,17520,284765,5357074230,3.62035E+11,18377428
077360,덕산하이메탈,KOSDAQ,우량기업부,6860,180,2.69,6790,6930,6690,296443,2022551720,3.11698E+11,45437002
004830,덕성,KOSPI,,5580,160,2.95,5440,5620,5360,470157,2597829420,87494400000,15680000
004835,덕성우,KOSPI,,4860,100,2.1,4800,4900,4795,18409,88828060,6765120000,1392000
090410,덕신하우징,KOSDAQ,벤처기업부,2010,-5,-0.25,2025,2050,1995,500129,1004308830,92629030950,46084095
024900,덕양산업,KOSPI,,4490,140,3.22,4380,4550,4380,291630,1306177015,1.46217E+11,32564980
263600,덕우전자,KOSDAQ,우량기업부,7640,310,4.23,7410,7640,7380,73617,555995900,1.21708E+11,15930310
194480,데브시스터즈,KOSDAQ,우량기업부,50100,0,0,50600,51100,47600,152246,7495950400,6.00457E+11,11985160
263800,데이타솔루션,KOSDAQ,중견기업부,5300,50,0.95,5290,5340,5210,88712,468667120,85946814000,16216380
199150,데이터스트림즈,KONEX,일반기업부,5190,0,0,5200,5200,5190,51,264700,22154101470,4268613
206560,덱스터,KOSDAQ,기술성장기업부,7090,260,3.81,6910,7140,6830,88376,618961070,1.80169E+11,25411736
261200,덴티스,KOSDAQ,벤처기업부,8930,-60,-0.67,9000,9070,8840,168186,1505039100,1.40686E+11,15754342
145720,덴티움,KOSPI,,115700,2200,1.94,114500,117500,113000,77346,8904971300,1.28066E+12,11068830
227420,도부마스크,KONEX,일반기업부,904,0,0,0,0,0,0,0,15577010224,17231206
067990,도이치모터스,KOSDAQ,우량기업부,5150,70,1.38,5080,5180,5080,42261,217094700,1.65735E+11,32181550
002150,도화엔지니어링,KOSPI,,8010,90,1.14,7950,8090,7900,146997,1171671890,2.70097E+11,33720000
006620,동구바이오제약,KOSDAQ,우량기업부,5190,30,0.58,5230,5230,5140,42630,220738220,1.47733E+11,28464992
100130,동국S&C,KOSDAQ,우량기업부,2990,100,3.46,2900,2990,2895,101971,301228140,1.70858E+11,57143000
005160,동국산업,KOSDAQ,우량기업부,4875,355,7.85,4640,4875,4625,286529,1371021065,2.64442E+11,54244482
460850,동국씨엠,KOSPI,,7300,230,3.25,7100,7360,7090,95167,693431580,2.1826E+11,29898656
075970,동국알앤에스,KOSDAQ,우량기업부,3375,105,3.21,3275,3385,3275,203413,682317990,62100000000,18400000
460860,동국제강,KOSPI,,10670,480,4.71,10380,10690,10250,372724,3930990960,5.29318E+11,49608017
086450,동국제약,KOSDAQ GLOBAL,우량기업부,16790,640,3.96,16350,16810,16050,416302,6827731900,7.46483E+11,44460000
001230,동국홀딩스,KOSPI,,9320,420,4.72,9190,9360,9040,109890,1014144840,1.48431E+11,15926064
023450,동남합성,KOSPI,,34050,150,0.44,33750,34400,33750,316,10753750,1.19175E+11,3500000
004140,동방,KOSPI,,1902,26,1.39,1895,1906,1876,219802,416428056,91242298932,47971766
099410,동방선기,KOSDAQ,중견기업부,2355,-15,-0.63,2370,2410,2325,40700,95720690,31889059710,13541002
007590,동방아그로,KOSPI,,6210,10,0.16,6230,6230,6200,2752,17088000,84565153170,13617577
005960,동부건설,KOSPI,,5910,50,0.85,5880,5920,5840,24545,144529430,1.3519E+11,22874863
005965,동부건설우,KOSPI,,24000,50,0.21,24050,24300,23600,1183,28352200,5417568000,225732
026960,동서,KOSPI,,18130,690,3.96,17630,18130,17460,92703,1655609340,1.80756E+12,99700000
002210,동성제약,KOSPI,,6630,-270,-3.91,7050,7190,6380,919553,6170306190,1.73049E+11,26100970
102260,동성케미컬,KOSPI,,4275,30,0.71,4290,4290,4250,51023,217500485,2.12424E+11,49689728
033500,동성화인텍,KOSDAQ,우량기업부,12210,30,0.25,12290,12300,11990,136053,1654064160,3.66172E+11,29989494
025950,동신건설,KOSDAQ,중견기업부,18680,-360,-1.89,18850,19100,18560,116465,2180990510,1.56912E+11,8400000
000640,동아쏘시오홀딩스,KOSPI,,97000,1000,1.04,95700,97000,94600,10868,1037567000,6.15845E+11,6348913
170900,동아에스티,KOSPI,,57900,400,0.7,57800,58000,57000,17818,1024729800,4.98806E+11,8614965
088130,동아엘텍,KOSDAQ,우량기업부,5580,140,2.57,5500,5600,5450,14470,79675820,59499194040,10662938
028100,동아지질,KOSPI,,13680,140,1.03,13530,13880,13280,115019,1557485260,1.9224E+11,14052646
282690,동아타이어,KOSPI,,11710,60,0.52,11680,11750,11660,10955,128241440,1.60814E+11,13733015
041930,동아화성,KOSDAQ,우량기업부,7530,130,1.76,7460,7630,7460,36959,279725160,1.18974E+11,15800000
001520,동양,KOSPI,,1004,4,0.4,1006,1012,1000,132258,133138589,2.39639E+11,238684063
001527,동양2우B,KOSPI,,11640,970,9.09,10670,11640,10670,614,6974230,3591743160,308569
084670,동양고속,KOSPI,,13020,-50,-0.38,13200,13200,12900,1491,19332220,37700308380,2895569
082640,동양생명,KOSPI,,4395,-50,-1.12,4460,4460,4300,138317,604771505,7.09171E+11,161358585
060380,동양에스텍,KOSDAQ,우량기업부,2080,-5,-0.24,2100,2100,2080,20760,43361640,40976000000,19700000
001525,동양우,KOSPI,,5370,30,0.56,5350,5400,5280,81,432770,3317215470,617731
079960,동양이엔피,KOSDAQ,우량기업부,19600,420,2.19,19350,19660,19100,35690,694301420,1.54056E+11,7860000
008970,동양철관,KOSPI,,774,20,2.65,759,775,755,197378,151241755,92017214460,118885290
228340,동양파일,KOSDAQ,중견기업부,2595,70,2.77,2565,2650,2525,36897,95364285,51900000000,20000000
092780,동양피스톤,KOSPI,,5580,-70,-1.24,5680,5700,5530,42410,237666630,73480006800,13168460
088910,동우팜투테이블,KOSDAQ,중견기업부,2825,-15,-0.53,2860,2860,2810,143092,405816865,72974733300,25831764
094170,동운아나텍,KOSDAQ,벤처기업부,20200,1730,9.37,18600,20400,18500,732173,14236875260,3.82846E+11,18952781
049770,동원F&B,KOSPI,,30750,150,0.49,31000,31000,30300,28629,873726750,5.9334E+11,19295620
013120,동원개발,KOSDAQ,우량기업부,3225,20,0.62,3220,3235,3200,76218,244526075,2.92856E+11,90808100
018500,동원금속,KOSPI,,1656,79,5.01,1583,1677,1582,445463,731293571,77426169048,46754933
006040,동원산업,KOSPI,,31900,1400,4.59,30800,31900,30750,47974,1507391950,1.4828E+12,46482665
030720,동원수산,KOSPI,,7250,200,2.84,7020,7290,6990,19771,141186840,33740086250,4653805
014820,동원시스템즈,KOSPI,,31950,2150,7.21,30650,31950,30400,34088,1071488100,9.26271E+11,28991282
014825,동원시스템즈우,KOSPI,,21550,-450,-2.05,22800,22800,21550,396,8751700,5691592050,264111
163560,동일고무벨트,KOSPI,,6280,100,1.62,6200,6320,6160,50165,312726160,87292000000,13900000
109860,동일금속,KOSDAQ,우량기업부,9790,100,1.03,9750,9820,9600,19724,191072700,89089000000,9100000
032960,동일기연,KOSDAQ,중견기업부,12860,120,0.94,12730,12900,12550,47945,612406930,48951448540,3806489
004890,동일산업,KOSPI,,50200,300,0.6,50000,50400,49850,1545,77273350,1.21746E+11,2425215
002690,동일제강,KOSPI,,1876,29,1.57,1850,1877,1838,30745,56908695,38083475360,20300360
023790,동일철강,KOSDAQ,중견기업부,1243,3,0.24,1240,1257,1240,22683,28151720,19898347975,16008325
005290,동진쎄미켐,KOSDAQ,우량기업부,34400,1700,5.2,34000,34500,32950,789456,26671286400,1.76866E+12,51414494
025900,동화기업,KOSDAQ,우량기업부,67700,4300,6.78,66600,67900,63400,175536,11600459900,1.36858E+12,20215395
000020,동화약품,KOSPI,,9800,100,1.03,9740,9840,9690,75974,742212940,2.73728E+11,27931470
000150,두산,KOSPI,,83100,7400,9.78,77400,83500,77000,447531,36104597100,1.37313E+12,16523835
000157,두산2우B,KOSPI,,68400,3200,4.91,66400,69100,65900,3118,211148400,61083799200,893038
454910,두산로보틱스,KOSPI,,46950,2150,4.8,43900,48250,43350,5513152,2.53094E+11,3.0433E+12,64819980
241560,두산밥캣,KOSPI,,41550,2200,5.59,40350,41550,40100,420486,17174391500,4.16535E+12,100249166
034020,두산에너빌리티,KOSPI,,15000,1020,7.3,14540,15000,14360,5189027,75975864750,9.60842E+12,640561146
000155,두산우,KOSPI,,50400,2000,4.13,49250,51300,49050,58149,2917422600,2.01422E+11,3996462
131970,두산테스나,KOSDAQ,우량기업부,54300,1800,3.43,53600,54500,51000,406363,21575842100,8.01445E+11,14759577
336260,두산퓨얼셀,KOSPI,,19760,2120,12.02,18990,19760,18230,865845,16568538950,1.29416E+12,65493726
33626K,두산퓨얼셀1우,KOSPI,,6400,330,5.44,6260,6410,6180,39168,246543060,85530880000,13364200
33626L,두산퓨얼셀2우B,KOSPI,,8650,470,5.75,8190,8700,8190,6598,56183030,25831495000,2986300
016740,두올,KOSPI,,3270,115,3.65,3195,3275,3140,191813,617612050,1.08128E+11,33066680
073190,듀오백,KOSDAQ,중견기업부,2615,140,5.66,2545,2635,2520,37262,96573785,31296424600,11968040
176750,듀켐바이오,KONEX,일반기업부,5600,0,0,5590,5650,5470,525,2889340,1.51341E+11,27025220
030350,드래곤플라이,KOSDAQ,중견기업부,505,7,1.41,498,521,498,463150,234970442,35041431365,69388973
203650,드림시큐리티,KOSDAQ,벤처기업부,3400,110,3.34,3350,3600,3270,4077368,14010063465,1.7206E+11,50605754
223250,드림씨아이에스,KOSDAQ,중견기업부,3765,-125,-3.21,3915,4050,3635,435375,1637979810,89265439200,23709280
060570,드림어스컴퍼니,KOSDAQ,중견기업부,2900,55,1.93,2870,2950,2845,127171,369423940,1.64894E+11,56859847
192650,드림텍,KOSPI,,10850,70,0.65,11030,11040,10660,688861,7429839730,7.44521E+11,68619427
217620,디딤이앤에프,KOSDAQ,중견기업부,698,-102,-12.75,811,825,687,3089250,2229242871,40307552580,57747210
016670,디모아,KOSDAQ,중견기업부,338,-1,-0.29,339,343,330,154044,51990245,34428012112,101858024
187870,디바이스이엔지,KOSDAQ,우량기업부,13320,-10,-0.08,13500,13500,13250,14280,190197240,93727631880,7036609
066670,디스플레이텍,KOSDAQ,우량기업부,5690,330,6.16,5460,5840,5380,175794,987808980,1.06357E+11,18691918
024090,디씨엠,KOSPI,,10850,120,1.12,10800,10990,10740,7550,81481450,1.2369E+11,11400000
003160,디아이,KOSPI,,6850,30,0.44,6920,7000,6710,449466,3071242490,1.93855E+11,28300000
092200,디아이씨,KOSPI,,5340,100,1.91,5330,5360,5240,537146,2855108390,2.07665E+11,38888569
110990,디아이티,KOSDAQ,우량기업부,20100,-100,-0.5,20300,21050,19500,910199,18485541840,3.7989E+11,18900000
263690,디알젬,KOSDAQ,우량기업부,10230,190,1.89,10140,10230,10030,22515,227989670,1.15861E+11,11325610
214680,디알텍,KOSDAQ,벤처기업부,4600,220,5.02,4640,5080,4440,9733594,46167941980,3.32992E+11,72389480
377190,디앤디플랫폼리츠,KOSPI,,3025,15,0.5,3015,3090,3010,85889,260888155,1.9481E+11,64400000
263720,디앤씨미디어,KOSDAQ,중견기업부,20700,1510,7.87,19280,21400,19280,250200,5199111900,2.54095E+11,12275111
376300,디어유,KOSDAQ,기술성장기업부,37700,3550,10.4,35250,38250,34850,253869,9361448150,8.94938E+11,23738406
141020,디에스앤엘,KOSDAQ,관리종목(소속부없음),3735,0,0,0,0,0,0,0,43701490755,11700533
109740,디에스케이,KOSDAQ,벤처기업부,5180,-20,-0.38,5140,5270,5130,18102,94206370,1.39989E+11,27024910
196490,디에이테크놀로지,KOSDAQ,벤처기업부,3220,130,4.21,3150,3310,3105,396103,1270354345,1.091E+11,33881872
066900,디에이피,KOSDAQ,우량기업부,2925,-15,-0.51,2965,3040,2920,50435,148994500,66527671275,22744503
127120,디엔에이링크,KOSDAQ,투자주의환기종목(소속부없음),3590,100,2.87,3785,3785,3450,25058,87827295,61366354280,17093692
092070,디엔에프,KOSDAQ,우량기업부,18530,210,1.15,18880,19300,18320,633042,11864922760,2.14427E+11,11571858
039840,디오,KOSDAQ,우량기업부,24500,500,2.08,24250,24600,23900,60868,1481545650,3.89103E+11,15881755
013570,디와이,KOSPI,,5930,80,1.37,5980,5980,5840,250971,1480291340,1.56075E+11,26319633
219550,디와이디,KOSDAQ,중견기업부,1019,23,2.31,1020,1025,990,247399,248831947,53279887455,52286445
310870,디와이씨,KOSDAQ,벤처기업부,1836,39,2.17,1840,1864,1820,216745,401031898,37981829556,20687271
210540,디와이파워,KOSPI,,12270,70,0.57,12290,12400,12070,51713,630857670,1.35482E+11,11041708
104460,디와이피엔에프,KOSDAQ,우량기업부,20100,-100,-0.5,20300,20450,19610,62100,1237644370,2.15344E+11,10713625
079810,디이엔티,KOSDAQ,중견기업부,21900,3070,16.3,19960,23000,19400,1270440,27089329080,4.8224E+11,22020094
113810,디젠스,KOSDAQ,중견기업부,1069,11,1.04,1061,1079,1058,176528,188319036,34879386519,32628051
043360,디지아이,KOSDAQ,벤처기업부,2670,-20,-0.74,2720,2775,2670,17810,48097905,24030000000,9000000
197140,디지캡,KOSDAQ,벤처기업부,4800,-90,-1.84,5080,5080,4755,45872,221158375,45988099200,9580854
068930,디지털대성,KOSDAQ,우량기업부,5860,50,0.86,5830,5880,5810,13277,77460370,1.64963E+11,28150741
033130,디지틀조선,KOSDAQ,중견기업부,2075,0,0,2070,2100,2045,344259,712947485,77014179025,37115267
105740,디케이락,KOSDAQ,우량기업부,9090,20,0.22,9160,9160,9010,66362,603163080,92322703170,10156513
263020,디케이앤디,KOSDAQ,벤처기업부,2650,25,0.95,2640,2685,2635,46903,124735740,40747470600,15376404
290550,디케이티,KOSDAQ,우량기업부,8460,210,2.55,8340,8530,8160,134379,1122322950,1.57934E+11,18668371
187220,디티앤씨,KOSDAQ,벤처기업부,3955,80,2.06,3895,3970,3830,157968,617512165,46265673055,11698021
383930,디티앤씨알오,KOSDAQ,중견기업부,3860,60,1.58,3820,3950,3800,81027,313024930,49000816320,12694512
163430,디피코,KONEX,일반기업부,4010,0,0,0,0,0,0,0,39416507530,9829553
131180,딜리,KOSDAQ,벤처기업부,1177,0,0,1180,1180,1168,26897,31593159,34544950000,29350000
315640,딥노이드,KOSDAQ,기술성장기업부,26000,1000,4,24500,26050,23200,1055351,26303000900,2.42245E+11,9317134
317120,라닉스,KOSDAQ,기술성장기업부,4745,125,2.71,4700,4750,4630,35027,164619195,45836700000,9660000
042510,라온시큐어,KOSDAQ,벤처기업부,2285,15,0.66,2285,2295,2260,157755,359425305,88353514610,38666746
232680,라온테크,KOSDAQ,기술성장기업부,9120,130,1.45,9090,9150,8930,51272,463886100,1.14039E+11,12504234
418420,라온텍,KOSDAQ,기술성장기업부,7080,-70,-0.98,7320,7320,6770,335699,2392497960,2.08836E+11,29496558
300120,라온피플,KOSDAQ,벤처기업부,5930,90,1.54,5900,6000,5730,69523,410830060,1.23558E+11,20836012
171120,라이온켐텍,KOSDAQ,중견기업부,3580,195,5.76,3365,3685,3355,103803,364343170,1.28528E+11,35901760
388790,라이콤,KOSDAQ,벤처기업부,3000,-145,-4.61,3090,3135,2910,1524261,4631073645,89741790000,29913930
069540,라이트론,KOSDAQ,중견기업부,3120,720,30,2515,3120,2470,9138784,26746998070,87225359520,27956846
347700,라이프시맨틱스,KOSDAQ,기술성장기업부,3095,-25,-0.8,3120,3180,3015,24036,73857780,31655505250,10227950
214260,라파스,KOSDAQ,기술성장기업부,20800,300,1.46,20750,20950,20250,41320,852964700,1.80064E+11,8656916
403360,라피치,KONEX,일반기업부,10500,520,5.21,10500,10500,10500,2,21000,30492000000,2904000
115390,락앤락,KOSPI,,6030,30,0.5,6000,6090,5920,124047,745857500,2.61258E+11,43326411
200350,래몽래인,KOSDAQ,기술성장기업부,10430,190,1.86,10430,10460,10240,21807,225252010,67514474720,6473104
171010,램테크놀러지,KOSDAQ,벤처기업부,5150,30,0.59,5200,5240,5110,29054,150375460,73150888400,14204056
084650,랩지노믹스,KOSDAQ,우량기업부,3685,130,3.66,3610,3685,3525,1894682,6881211510,2.73574E+11,74239990
217500,러셀,KOSDAQ,벤처기업부,3025,70,2.37,2960,3030,2915,126696,380239785,96231300000,31812000
092590,럭스피아,KONEX,일반기업부,1295,-3,-0.23,1296,1296,1104,3010,3326671,9441971910,7291098
141080,레고켐바이오,KOSDAQ GLOBAL,기술성장기업부,42000,3050,7.83,41150,42750,39700,809717,33617993000,1.1148E+12,26542914
038390,레드캡투어,KOSDAQ,우량기업부,14790,90,0.61,14710,14820,14630,15438,226805680,1.27038E+11,8589480
294140,레몬,KOSDAQ,투자주의환기종목(소속부없음),2375,100,4.4,2200,2600,2200,1575326,3792630260,99750000000,42000000
443250,레뷰코퍼레이션,KOSDAQ,벤처기업부,13680,-640,-4.47,14250,14280,13000,240053,3228093490,1.50061E+11,10969386
228670,레이,KOSDAQ,우량기업부,21250,800,3.91,21000,21850,20750,87983,1874098100,3.24699E+11,15279943
228850,레이언스,KOSDAQ,우량기업부,9350,80,0.86,9300,9360,9210,24620,228077750,1.55126E+11,16591014
412350,레이저쎌,KOSDAQ,기술성장기업부,11420,460,4.2,11030,11700,10830,429893,4876967540,99427910240,8706472
281740,레이크머티리얼즈,KOSDAQ,우량기업부,14160,1930,15.78,13350,15400,13320,6513517,94316881610,9.30745E+11,65730548
277810,레인보우로보틱스,KOSDAQ,기술성장기업부,175200,22000,14.36,158100,177000,155300,1613468,2.68598E+11,3.37277E+12,19250946
179720,렌딩머신,KONEX,일반기업부,8200,200,2.5,8200,8200,8200,5,41000,15510136000,1891480
215100,로보로보,KOSDAQ,벤처기업부,4825,165,3.54,4680,4825,4655,210882,1001899955,98181290550,20348454
090360,로보스타,KOSDAQ,중견기업부,27700,1150,4.33,27000,27700,26300,192120,5205236250,2.70075E+11,9750000
238500,로보쓰리에이아이앤로보틱스,KONEX,일반기업부,799,0,0,0,0,0,0,0,17190615237,21515163
108490,로보티즈,KOSDAQ,기술성장기업부,26150,500,1.95,25650,26450,25150,433840,11212081600,3.3385E+11,12766717
900260,로스웰,KOSDAQ,외국기업(소속부없음),750,13,1.76,731,755,731,102494,76359573,27023466000,36031288
223220,로지스몬,KONEX,일반기업부,362,0,0,362,362,362,2,724,16670525712,46051176
067730,로지시스,KOSDAQ,중견기업부,3435,25,0.73,3460,3460,3380,42264,144684035,33229922070,9673922
071280,로체시스템즈,KOSDAQ,우량기업부,5930,40,0.68,5920,5960,5860,22780,134264390,90708855790,15296603
032350,롯데관광개발,KOSPI,,12050,810,7.21,12060,12060,11360,2092649,24616152420,9.12447E+11,75721741
089860,롯데렌탈,KOSPI,,26400,300,1.15,26200,26500,26100,38343,1008149350,9.67139E+11,36634063
330590,롯데리츠,KOSPI,,3040,30,1,3050,3070,2985,203567,618846835,7.38625E+11,242968884
000400,롯데손해보험,KOSPI,,2445,20,0.82,2390,2495,2385,891421,2160404435,7.58772E+11,310336320
023530,롯데쇼핑,KOSPI,,75800,2200,2.99,74300,75800,73700,108342,8108757700,2.14429E+12,28288755
020150,롯데에너지머티리얼즈,KOSPI,,44900,4400,10.86,42650,44900,42150,639078,28115638850,2.07038E+12,46110835
280360,롯데웰푸드,KOSPI,,119000,1600,1.36,117400,119000,115800,20865,2464076400,1.12271E+12,9434574
004000,롯데정밀화학,KOSPI,,59300,2500,4.4,57800,59300,57200,58199,3402707200,1.52994E+12,25800000
286940,롯데정보통신,KOSPI,,27550,-300,-1.08,27950,28200,27450,44914,1243556950,4.24169E+11,15396331
004990,롯데지주,KOSPI,,27000,450,1.69,26850,27000,26550,159296,4272754700,2.83255E+12,104909237
00499K,롯데지주우,KOSPI,,34250,150,0.44,34600,34600,33600,158,5365850,27591902750,805603
005300,롯데칠성,KOSPI,,152500,-1300,-0.85,154000,154900,149300,37443,5672680800,1.41503E+12,9278884
005305,롯데칠성우,KOSPI,,68300,300,0.44,68000,68600,67200,1184,80512100,52953673000,775310
011170,롯데케미칼,KOSPI,,156400,6000,3.99,150600,156400,150600,201065,31002041500,6.69008E+12,42775419
071840,롯데하이마트,KOSPI,,9980,140,1.42,9990,10060,9880,33800,337455620,2.35605E+11,23607712
328130,루닛,KOSDAQ,기술성장기업부,185500,4900,2.71,174900,188000,170500,856410,1.53132E+11,2.29668E+12,12381004
038060,루멘스,KOSDAQ,중견기업부,1316,11,0.84,1305,1350,1305,61682,81072129,63303638804,48103069
162120,루켄테크놀러지스,KONEX,일반기업부,4860,65,1.36,4895,4895,4615,1412,6868260,53411088960,10989936
253610,루트락,KONEX,일반기업부,1938,-42,-2.12,2200,2200,1938,2,4138,19582143090,10104305
060240,룽투코리아,KOSDAQ,중견기업부,1293,41,3.27,1280,1306,1244,122834,158028993,32880064212,25429284
058470,리노공업,KOSDAQ GLOBAL,우량기업부,147500,2500,1.72,147000,147900,145200,78460,11463805700,2.24825E+12,15242370
039980,리노스,KOSDAQ,중견기업부,863,11,1.29,860,868,842,321191,276101036,39866180577,46194879
019570,리더스 기술투자,KOSDAQ,중견기업부,673,8,1.2,666,680,664,252607,168739056,35312336920,52470040
016100,리더스코스메틱,KOSDAQ,중견기업부,2525,35,1.41,2510,2550,2460,25014,62835585,48229757350,19100894
012700,리드코프,KOSDAQ,우량기업부,5510,100,1.85,5450,5530,5430,53305,292418770,1.45718E+11,26446135
302550,리메드,KOSDAQ,기술성장기업부,16720,60,0.36,17300,17300,16440,9398,156877070,1.02454E+11,6127616
073570,리튬포어스,KOSDAQ,중견기업부,10200,1740,20.57,9140,10890,8820,4273276,43437211310,2.94445E+11,28867125
377450,리파인,KOSDAQ,중견기업부,7360,-150,-2,7520,7580,7290,161833,1193190690,1.27549E+11,17330000
277070,린드먼아시아,KOSDAQ,중견기업부,5310,20,0.38,5390,5390,5210,15754,82676130,72704520000,13692000
042500,링네트,KOSDAQ,우량기업부,3960,15,0.38,3990,4035,3945,50375,200359250,60813236880,15356878
219420,링크제니시스,KOSDAQ,기술성장기업부,5680,-40,-0.7,5750,5750,5570,86526,487533270,65146799760,11469507
439090,마녀공장,KOSDAQ,중견기업부,28900,350,1.23,28800,28900,27050,349250,9871774400,4.73332E+11,16378260
027740,마니커,KOSPI,,1090,-2,-0.18,1093,1100,1083,382464,417193253,69227238520,63511228
195500,마니커에프앤지,KOSDAQ,중견기업부,3260,30,0.93,3230,3275,3140,239322,775794365,51925280000,15928000
357430,마스턴프리미어리츠,KOSPI,,2465,-15,-0.6,2495,2510,2460,52576,130100975,65519700000,26580000
377480,마음AI,KOSDAQ,기술성장기업부,29000,800,2.84,28600,29150,27450,690273,19684148450,1.78389E+11,6151333
305090,마이크로디지탈,KOSDAQ,기술성장기업부,7290,-230,-3.06,7510,7700,7240,79032,586934050,1.13991E+11,15636664
448780,마이크로엔엑스,KONEX,일반기업부,2300,65,2.91,2365,2365,2170,473,1026865,6158664000,2677680
098120,마이크로컨텍솔,KOSDAQ,중견기업부,8980,160,1.81,8930,9030,8560,87107,774158840,74648638680,8312766
424980,마이크로투나노,KOSDAQ,기술성장기업부,13570,590,4.55,13300,13680,12950,24269,324089150,80319337300,5918890
038290,마크로젠,KOSDAQ,우량기업부,17400,170,0.99,17230,17440,17200,20545,355716710,1.8864E+11,10841400
001080,만호제강,KOSPI,,47150,0,0,0,0,0,0,0,1.95673E+11,4150000
267980,매일유업,KOSDAQ GLOBAL,우량기업부,45750,200,0.44,46000,46000,44450,13668,613144050,3.58846E+11,7843638
005990,매일홀딩스,KOSDAQ,우량기업부,8350,-60,-0.71,8410,8580,8340,3382,28358950,1.14548E+11,13718304
093520,매커스,KOSDAQ,우량기업부,10020,250,2.56,9950,10130,9800,84680,843223230,1.61954E+11,16163092
377030,맥스트,KOSDAQ,기술성장기업부,6160,240,4.05,6000,6160,5950,98451,598691020,1.20557E+11,19570882
088980,맥쿼리인프라,KOSPI,,12210,0,0,12200,12270,12150,751966,9168847140,5.32089E+12,435781355
094800,맵스리얼티1,KOSPI,,3940,-10,-0.25,3900,3940,3900,62027,243058455,3.65767E+11,92834331
100590,머큐리,KOSDAQ,우량기업부,6140,150,2.5,6240,6240,5960,479958,2933824080,97196341220,15830023
067280,멀티캠퍼스,KOSDAQ,우량기업부,32400,750,2.37,31700,32850,31700,10043,325072600,1.92028E+11,5926779
072870,메가스터디,KOSDAQ,중견기업부,11040,-80,-0.72,11230,11230,11020,12493,138317290,1.31607E+11,11920959
215200,메가스터디교육,KOSDAQ GLOBAL,우량기업부,60500,-2400,-3.82,62400,62900,59700,108057,6572834500,7.07516E+11,11694474
133750,메가엠디,KOSDAQ,중견기업부,2695,-30,-1.1,2725,2775,2655,2406801,6526133880,63082072515,23407077
235980,메드팩토,KOSDAQ,기술성장기업부,7830,280,3.71,7680,7850,7380,142071,1078086220,1.65062E+11,21080695
200580,메디쎄이,KONEX,일반기업부,10820,110,1.03,10510,10950,10500,257,2720540,40316174780,3726079
041920,메디아나,KOSDAQ,우량기업부,6020,50,0.84,6000,6180,5880,308756,1867491730,96320000000,16000000
233250,메디안디노스틱,KONEX,일반기업부,14000,0,0,0,0,0,0,0,24451476000,1746534
014100,메디앙스,KOSDAQ,투자주의환기종목(소속부없음),3020,0,0,3020,3025,2985,15661,47065630,35636000000,11800000
236340,메디젠휴먼케어,KONEX,일반기업부,4550,50,1.11,4600,4600,4550,4,18250,13716643850,3014647
054180,메디콕스,KOSDAQ,중견기업부,878,16,1.86,865,924,863,555860,500583682,26408001978,30077451
086900,메디톡스,KOSDAQ,우량기업부,226000,10500,4.87,220000,226500,215000,86396,19195362000,1.64945E+12,7298468
078160,메디포스트,KOSDAQ,벤처기업부,7470,50,0.67,7500,7560,7370,55972,418682660,1.56884E+11,21001926
065650,메디프론,KOSDAQ,중견기업부,1046,10,0.97,1046,1062,1036,95343,99909496,54123133022,51742957
138040,메리츠금융지주,KOSPI,,52100,200,0.39,52500,53200,50900,493586,25570325000,1.08482E+13,208217858
408920,메쎄이상,KOSDAQ,중견기업부,3165,35,1.12,3145,3225,3075,265299,836758990,1.36831E+11,43232455
